,shop,phone,location,1st,2nd
6044,신우운동구,055-852-2233,경남 사천시 사천읍 평화리 231-13번지,1.0,3.0
6045,월드복권방,055-649-4994,경남 통영시 북신동 697-1번지 월드마트 내,1.0,6.0
6046,소답시내버스매표소,055-298-3427,경남 창원시 의창구 소답동 114-7번지 가판,3.0,13.0
6047,포시즌,055-335-9766,경남 김해시 내외동 1123-1번지 복권판매점,1.0,17.0
6048,삼성슈퍼마켓,055-636-0412,경남 거제시 고현동 1050번지 고려아파트상가1-1호,,4.0
6049,행운,055-633-8078,경남 거제시 장평동 308-11번지,,6.0
6050,동신상회,055-574-6215,경남 의령군 부림면 신반리 160-2번지,,1.0
6051,도계로또토토판매점,055-273-0204,경남 창원시 의창구 도계동 410-6,,3.0
6052,로또복권방,,경남 창원시 의창구 동읍 용잠리 404-4,,3.0
6053,잉크와복권,055-255-1030,경남 창원시 의창구 동읍 용잠리 401-10번지,,1.0
6054,로또복권,,경남 창원시 의창구 팔용동 31-2 CU편의점 내,1.0,3.0
6055,팬시로또판매점,055-286-5985,경남 창원시 의창구 사림동 105-1번지 사림프라자1층114호 요거프레소 내,,2.0
6056,LG25시,055-237-5886,경남 창원시 의창구 팔용동 34-17번지 GS편의점 내,,1.0
6057,블루25 원이대로점,,경남 창원시 의창구 명곡동 180-20,,10.0
6058,로또25시슈퍼,055-285-7266,경남 창원시 성산구 상남동 92-1번지 1층104-1호,,4.0
6059,해피드림조이,055-295-6451,경남 창원시 의창구 서상동 569-5번지,1.0,3.0
6060,해피프러스마트,055-237-1711,경남 창원시 의창구 도계동 331-5번지 성신데파트 102호,,3.0
6061,명당로또,055-287-5509,경남 창원시 성산구 가음동 38-20번지,1.0,1.0
6062,시네마천국,055-944-8160,경남 거창군 거창읍 중앙리 336-7번지,1.0,2.0
6063,삼성복권마트,055-337-9973,경남 김해시 703-1번지 우리24시슈퍼 내,,9.0
6064,성미상회365할인마트,055-322-9997,경남 김해시 내외동 1185-2,,
6065,천사마트복권방,055-339-3008,경남 김해시 상동면 대감리 651-3번지 천사할인마트 내,,4.0
6066,꿈의가게,,경남 김해시 장유2동 306-9 102호 복권판매점,1.0,7.0
6067,이효민나눔로또,055-681-7889,경남 거제시 능포동 376-6 1층,1.0,
6068,씨스페이스(김해구산점),055-328-3676,경남 김해시 구산동 275-6번지,,5.0
6069,씨스페이스(김해부원점),055-322-6094,경남 김해시 부원동 607-17번지,,3.0
6070,GS25(김해가야점),055-321-4182,경남 김해시 부원동 610-33번지,,3.0
6071,GS25(김해서상점),055-311-6699,경남 김해시 서상동 152-10번지 1층,1.0,13.0
6072,GS25(김해하나점),055-324-6862,경남 김해시 부원동 607-6번지,,
6073,GS25(마산상남점),055-244-1481,경남 창원시 마산합포구 상남동 230-25번지,1.0,1.0
6074,GS25(마산창동점),055-242-1343,경남 창원시 마산합포구 중성동 20-73번지,,3.0
6075,GS25(밀양점),055-353-9415,경남 밀양시 내이동 908번지,,6.0
6076,GS25(양산덕계점),055-388-3816,경남 양산시 덕계동 925,,11.0
6077,GS25(양산혜인점),055-367-1289,경남 양산시 평산동 31-5번지,12.0,30.0
6078,GS25(양산신평점),055-372-4466,경남 양산시 하북면 순지리 691-32,,6.0
6079,GS25(진주상평드림점),055-761-9214,경남 진주시 상평동 196-80 1층 GS편의점 내,,1.0
6080,GS25(진주터미널점),055-747-6686,경남 진주시 장대동 95-9 GS편의점 내,,5.0
6081,GS25(진주산업대점),055-763-0525,경남 진주시 칠암동 492-1번지,,1.0
6082,GS25(진해제일점),055-542-4443,경남 창원시 진해구 화천동 19-2번지,3.0,3.0
6083,GS25(봉곡제일점),055-237-2520,경남 창원시 의창구 봉곡동 33-7번지,,2.0
6084,GS25(창원코아점),055-264-7841,경남 창원시 성산구 중앙동 84-1,2.0,8.0
6085,GS25(팔용대림점),055-251-3525,경남 창원시 의창구 팔용동 154-5번지,,2.0
6086,CU(김해활천점),055-333-0535,경남 김해시 어방동 1131-8번지,,2.0
6087,CU(거제해금강),055-637-8220,경남 거제시 고현동 997-5번지,3.0,11.0
6088,CU(거제옥포점),055-688-4774,경남 거제시 옥포동 548-1번지,1.0,3.0
6089,CU(통영항남점),055-641-2690,경남 통영시 항남동 197-25,1.0,4.0
6090,CU(통영북신에이스점),055-646-8030,경남 통영시 무전동 1030-7번지,1.0,7.0
6091,행운마트,,경남 통영시 광도면 죽림리 1567-6,1.0,
6092,청양로또,055-832-0301,경남 사천시 향촌동 996-7번지 청양주유소내,,
6093,세븐일레븐창원사림우영점,055-275-8850,경남 창원시 의창구 사림동 25번지 우영프라자 104호 세븐일레븐내,,
6094,로또판매점(호박넝쿨점),,경남 김해시 진영읍 진영리 275-72 103호,,1.0
6095,홍익명당,,경남 사천시 정동면 고읍리 602-2 좌측 복권방,,1.0
6096,블루진 로또점,055-637-2752,경남 거제시 고현동 98-5 102호,1.0,4.0
6097,로또복권방,055-533-0887,경남 창녕군 창녕읍 술정리 142-21,,
6098,운수대통복권판매점,055-635-5058,경남 거제시 능포동 727-2 102동 109호,,1.0
6099,진양호,,경남 진주시 평거동 660-28 1층,1.0,4.0
6100,옥포복권,070-4134-0485,경남 거제시 옥포동 507-9 1층,,2.0
6101,나눔로또봉평점,,경남 통영시 봉평동 158-8번지,1.0,2.0
6102,홍익복권방,055-602-0668,경남 창원시 성산구 상남동 81-3 지하층,,1.0
6103,씨유마트,055-641-1166,경남 통영시 용남면 장평리 337 cu편의점 내,,1.0
6104,럭키로또,055-551-8018,경남 창원시 진해구 자은동 657-56 CU편의점 내,,2.0
6105,행운드림복권,,경남 양산시 동면 석산리 1472-23 복권판매점,,1.0
6106,천하명당 복권당,055-521-3683,경남 창녕군 영산면 서리 145-13 1층 CU편의점 내,,2.0
6107,로또 골든루트점,055-326-2552,경남 김해시 주촌면 망덕리 904-3 GS편의점 내,,
6108,커튼나라,055-672-1799,경남 고성군 고성읍 송학리 323-2 1층,,
6109,나나 복권판매소,055-375-8460,경남 양산시 상북면 석계리 223-2,4.0,5.0
6110,대복로또,,경남 양산시 서창동 171 상가동101호 복권판매점,1.0,1.0
6111,신명,055-635-0152,경남 거제시 장평동 143 상가동 102호 GS편의점내,,
6112,코사할인마트,055-636-4270,경남 거제시 연초면 죽토리 1104-12번지,,4.0
6113,세븐마트,055-756-4313,경남 진주시 가호동 817-13,,6.0
6114,봉암마트,055-292-4403,"경남 창원시 마산회원구 봉암동 436-32 436-31번지, 기존주소지와 동일",2.0,2.0
6115,태금로또토토,055-232-5484,경남 창원시 마산회원구 내서읍 중리 365-2 신축건물1층,,7.0
6116,모아편의점,055-638-4068,경남 거제시 수월동 1120-40 CU편의점 內,,5.0
6117,로또복권,055-322-0012,경남 김해시 279-45번지 복권판매점,,2.0
6118,로또행운마트,055-313-2345,경남 김해시 155-12번지,2.0,12.0
6119,복권방,055-224-2047,경남 창원시 마산합포구 오동동 18-6번지,1.0,3.0
6120,목화휴게소,055-835-2780,경남 사천시 용현면 주문리 4,12.0,61.0
6121,명당편의점,055-741-0549,경남 진주시 이현동 13-54 1층,2.0,10.0
6122,비전로또,055-388-4666,경남 양산시 동면 석산리 1472-19번지 CU편의점,,3.0
6123,나눔로또,055-761-9174,경남 진주시 문산읍 삼곡리 1284-10번지,,3.0
6124,공단로또점,,경남 함안군 칠서면 대치리 325-1 슈퍼 옆 1층,2.0,3.0
6125,천하명당복권방,055-747-3852,경남 진주시 장대동 130-8번지,,2.0
6126,수성공인중개사사무소,055-331-6303,경남 김해시 내외동 1186-15 복권판매점,,3.0
6127,누리 복권,,경남 김해시 내외동 1253-4 임호빌딩107호 복권판매점,,
6128,세정에스타 로또점,055-367-8989,경남 양산시 물금읍 범어리 2711-10 1층 세븐일레븐편의점,,1.0
6129,씨유 의령동동점,,경남 의령군 의령읍 동동리 981 CU편의점,,
6130,대박로또,,경남 남해군 남해읍 북변리 469-4 CU편의점 내,,1.0
6131,일등합성대로점,055-251-6654,경남 창원시 마산회원구 합성동 340-29 1층 CU편의점 내,,3.0
6132,코리아로또복권,055-353-8387,경남 밀양시 가곡동 649-1 GS편의점,,
6133,나눔로또,055-635-2208,경남 거제시 장평동 86-6 CU편의점 내,,
6134,도계로또방,055-288-1288,경남 창원시 의창구 도계동 343-5 도계행운마트,,1.0
6135,815족발 구암점,055-602-0815,경남 창원시 마산회원구 구암2동 85-19 1층 음식점내,,
6136,김해명당복권,,경남 김해시 주촌면 천곡리 503 메카마트 좌측 복권판매점,,1.0
6137,용띠아지메 복권,055-221-5128,경남 창원시 마산합포구 구산면 내포리 254-1 1층,3.0,
6138,은성로또,055-328-0553,경남 김해시 활천동 663-5 CU편의점 내,,
6139,CU속천점,,경남 창원시 진해구 태평동 54-1 CU편의점 내,,2.0
6140,포시즌복권방,,경남 거제시 수월동 1043 1층,,
6141,미니스톱 양산청운점,,경남 양산시 물금읍 물금리 894-5,,1.0
6142,댓거리365,055-221-9496,경남 창원시 마산합포구 현동 374 108호 1층 가고파빌딩,,4.0
6143,행복마트복권,055-758-7769,경남 진주시 217-2 상가 102호,,4.0
6144,마니마니 행복쇼핑,055-832-1588,경남 고성군 하이면 덕호리 535-3 1층 슈퍼,,
6145,위드미로또경화점,,경남 창원시 진해구 경화동 1301-17 이마트24편의점,1.0,1.0
6146,올림 복권,055-761-5946,경남 진주시 정촌면 예하리 1269-4 1층 식당내,,
6147,대풍로또판매점,055-337-4380,경남 김해시 579-11,1.0,7.0
6148,함안 복권방,055-583-7928,경남 함안군 가야읍 말산리 423-8 1층,2.0,3.0
6149,채널큐로또복권방,055-237-2918,경남 창원시 의창구 봉곡동 26-2,,
6150,드림로또,055-365-5556,경남 양산시 중앙동 491-4 CU양산황제점 내,,1.0
6151,탑로또,,경남 거제시 상동동 979-1 서원탑훼밀리마트 내,4.0,5.0
6152,이마트24 통영죽림점,,경남 통영시 광도면 죽림리 1570-52 101호,,2.0
6153,영건,055-365-4633,경남 양산시 물금읍 가촌리 1280-4 A동113호 복권판매점,,1.0
6154,행운복권방,055-325-3511,경남 김해시 부원동 601-9 복권판매점,,7.0
6155,훼미리복권방,055-748-3464,경남 진주시 대안동 20-1번지,,
6156,현대로또,055-763-1603,경남 진주시 상평동 197-47번지 CU편의점 내,,3.0
6157,로또명당 용지점,055-266-7752,경남 창원시 의창구 용호동 17-10 CU편의점,,1.0
6158,억조복권,,경남 진주시 봉안동 15-5 1층,,
6159,리락컴퍼니,,경남 창원시 진해구 용원동 1119번지 미니스톱 내,,4.0
6160,지-아트,055-311-8226,경남 김해시 1315-8 복권판매점,,2.0
6161,초이스복권카페,055-345-8836,경남 김해시 진영읍 진영리 1614-9 105호 CU편의점 내,,3.0
6162,블루25,055-326-9992,경남 김해시 616-7 복권판매점,,2.0
6163,나눔로또 능포점,,경남 거제시 능포동 480-11,,1.0
6164,우진슈퍼,055-282-2452,경남 창원시 성산구 내동 456-17번지 내동상가4호,,3.0
6165,행운로또복권방,055-551-8651,경남 창원시 진해구 안골동 376-1 B1층 복권판매점,1.0,2.0
6166,죽림프라자,055-643-5655,경남 통영시 광도면 죽림리 1585-61 1층 105호 CU편의점,1.0,1.0
6167,삼정상회,,경남 김해시 활천동 108-13 가동 109호 복권판매점,,
6168,흥부네로또복권,055-761-7511,경남 진주시 상대동 193-12번지 1층101호 CU편의점내,,4.0
6169,돈방석(로또),,경남 사천시 사남면 월성리 9-4번지 이마트24편의점,,3.0
6170,다음정보텔레콤,055-747-9877,경남 진주시 평거동 200-1 1층 2호,3.0,5.0
6171,킹할인마트,055-293-6464,경남 창원시 마산회원구 구암1동 20-11 1층 슈퍼 내,,
6172,양산황금복권방,055-386-5253,경남 양산시 물금읍 물금리 406-73,,2.0
6173,웅상로또,055-387-7606,경남 양산시 소주동 51-1번지 GS편의점 옆,,1.0
6174,365팡팡복권,055-342-3688,경남 김해시 진영읍 진영리 1611-3번지 상가136동108호,,6.0
6175,복권방,055-832-8210,경남 사천시 선구동 58-56번지,,7.0
6176,끌레리띠,055-294-6693,경남 창원시 마산회원구 구암동 11-6번지,1.0,7.0
6177,드림복권,,경남 진주시 평거동 910 1층 108호(코앞주차빌딩),,3.0
6178,억만금로또복권,,경남 사천시 벌룡동 838 현대상가 1동 101호,,
6179,승원 롯또 판매,,경남 창원시 진해구 수송동 4-5 이마트24편의점,,1.0
6180,미수동 로또,,경남 통영시 미수동 589-1 1층 제나104호,,
6181,인정상회,055-758-6694,경남 진주시 칠암동 511-16 1층,,4.0
6182,도깨비 상점,,경남 창원시 진해구 태평동 40-1,,
6183,복권명당,055-294-3463,경남 창원시 의창구 서상동 602-3번지,1.0,5.0
6184,희망슈퍼,055-265-2973,경남 창원시 의창구 봉곡동 32-7번지,,2.0
6185,오복할인마트,055-265-1477,경남 창원시 의창구 팔용동 13-9번지 팔용유통단지,,7.0
6186,화성슈퍼,055-296-0522,경남 창원시 의창구 팔용동 194-14번지,1.0,3.0
6187,로또복권방,070-7524-0883,경남 창원시 성산구 안민동 74번지 세평빌딩102호,,7.0
6188,돈보따리,055-387-6106,경남 양산시 명동 700-1번지 복권판매점,,3.0
6189,준완,,경남 산청군 단성면 성내리 81-2 1층,,
6190,흥진슈퍼,,경남 창원시 의창구 신월동 68-15번지,,2.0
6191,중리복권,,경남 창원시 마산회원구 내서읍 중리 976-2 1층,,4.0
6192,고기집,055-331-4860,경남 김해시 북부동 1478-2 복권판매점,,
6193,홈런복권방,,경남 김해시 1108-1 이마트24 편의점 내,,
6194,범어로또판매점,055-381-2115,경남 양산시 물금읍 범어리 847-5 좌측 복권판매점,1.0,2.0
6195,해피복권,055-242-0645,경남 창원시 마산합포구 월영동 1층 CU편의점 내,3.0,5.0
6196,복권판매점,,경남 창원시 마산회원구 내서읍 상곡리 193 상가동 109호,,1.0
6197,우주통신롯데마트점,055-542-1300,경남 창원시 진해구 석동 543-5번지 롯데마트상가1층118-2호,,2.0
6198,옥포상회,055-294-5356,경남 창원시 의창구 팔룡동 157-3,,5.0
6199,삼호판매점,,경남 양산시 서창동 782-8 복권판매점,,5.0
6200,이마트24 홍문점,055-242-3857,경남 창원시 마산합포구 홍문동 10-1번지,1.0,2.0
6201,복권판매점,,경남 거제시 아주동 445-2 지하1층,,1.0
6202,수승대복권,055-943-0574,경남 거창군 거창읍 대평리 1005 1층 2-12호,,
6203,로또,055-746-6847,경남 진주시 평거동 773-18 1층,,
6204,로또7(LOTTO 7),,경남 거제시 장승포동 499-24 1층,,2.0
6205,행복로또방,,경남 김해시 활천동 652-6 복권판매점,,3.0
6206,로또판매점,,경남 창원시 의창구 북면 화천리 332 우측 복권판매점,,
6207,CU마산창포한백점,,경남 창원시 마산합포구 창포동1가 20 101-102호,,
6208,초대박로또,,경남 거제시 사등면 사곡리 918 103호 cu편의점 내,,2.0
6209,리틀마켓,,경남 창원시 의창구 북면 감계리 236-3 한서주차빌딩 1층 108호,,5.0
6210,육교상회,055-241-7866,경남 창원시 마산합포구 산호동 10-21번지,,2.0
6211,대동복권방,055-313-7207,경남 김해시 802-2 이마트24편의점 내,1.0,5.0
6212,프리마트25로또,055-224-1929,경남 창원시 마산합포구 중앙동3가 1-13 1층 CU편의점내,,2.0
6213,아주로또,,경남 거제시 아주동 885 A동 103호,,3.0
6214,25시슈퍼,055-295-8891,경남 창원시 마산회원구 봉암동 462-30,4.0,4.0
6215,CU(마산메트로6점),055-291-9150,경남 창원시 마산회원구 양덕동 59-3 1층 CU편의점 내,1.0,1.0
6216,CU(삼천포점),055-833-2270,경남 사천시 벌리동 258-4번지,,3.0
6217,CU(진주동문점),055-757-3650,경남 진주시 강남동 127 1층 CU편의점 내,,5.0
6218,취미의집,055-852-0104,경남 사천시 사천읍 수석리 254-12번지,,4.0
6219,J마트,055-758-2261,경남 진주시 상대동 245-35번지,2.0,3.0
6220,대성대박,070-8988-2009,경남 진주시 평거동 732-3번지 나눔로또 내,,4.0
6221,함안복권방,,경남 함안군 가야읍 도항리 79-18 1층 코너상가,,
6222,대운복권,,경남 김해시 321-7 영해빌딩 106호 복권판매점,,1.0
6223,남문복권판매점,070-7377-8027,경남 창원시 진해구 남문동 1242-2 상가107호,,1.0
